Enfermedad,Persona,frase,num_ind,indicador,dimension,contiene_indicador
Cáncer ,Primera Persona ,", me pegó una bronca de las buenas.",0,,,0
Cáncer ,Primera Persona ,Parece que no tendría que haber podido hacer ejercicio a partir de la 2ª.,0,,,0
Cáncer ,Primera Persona ,"A partir de aquí, vida fácil y revisión cada 6 meses.",0,,,0
Cáncer ,Primera Persona ,"A los 2 años y medio, el lactato que se posa disparado.",0,,,0
Cáncer ,Primera Persona ,"¡¡Ya volvemos!!! Entonces es cuando me derivan al Clínico, como bicho raro, dado que, segundos me dicen, este tipo de tumores son más habituales en gente mayor que en gente de mi edad",1,comparación social,Dimensión 6: Social Functioning,1
Cáncer ,Primera Persona ,En el Clínico me hacen paciente de la Dra.,0,,,0
Cáncer ,Primera Persona ,"MR, que me hace más o menos las mismas pruebas y encuentran 6 “okupas” entre tórax y abdomen",1,complicaciones enfermedad,Dimensión 4: General Health Perceptions,1
Cáncer ,Primera Persona ,"Es en aquel momento que me proponen entrar en I+D, para probar nuevos tratamientos",1,participación ensayos clínicos,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,"Yo encantado de la vida, mientras no tenga que hacer otro Chop, lo que sea.",0,,,0
Cáncer ,Primera Persona ,"El tratamiento que proponen es con un producto que se llama Rituximab, y parece que ataca solo las células afectadas, con poca o ninguna incidencia al resto del cuerpo.",0,,,0
Cáncer ,Primera Persona ,"Las sesiones son de seis horas la primera y 4 el resto, de un total de 4 sesiones.",0,,,0
Cáncer ,Primera Persona ,"Durante la primera pasas toda una gripe y sales baldado, pero comparado con el Chop, un paseo.",0,,,0
Cáncer ,Primera Persona ,"Además, afecta poco a la forma física y me permite hacer las tres salidas semanales en bici.",0,,,0
Cáncer ,Primera Persona ,"Aparece, eso sí, una cierta predisposición al vómito, sobre todo cuando estás haciendo esfuerzo o cuando te enfrías, pero se soporta bien",1,efectos secundarios tratamiento,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,"Y volvemos a las revisiones periódicas, cada seis meses.",0,,,0
Cáncer ,Primera Persona ,"Tres años y medio desprendido, los resultados de la analítica dan la alarma.",0,,,0
Cáncer ,Primera Persona ,Esta vez “solo” tres tumores en el pecho.,0,,,0
Cáncer ,Primera Persona ,Se pide biopsia de uno de los tumores para comprobar que son del mismo tipo que hasta ahora.,0,,,0
Cáncer ,Primera Persona ,"Nada, un pinchazito",1,minimizaición,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Resultó que el tumor estaba demasiado cerca del corazón y, cuando ya habían entrado con la endoscopia, se hicieron atrás, hicieron un corte siguiendo las costillas y abrieron la “persiana” para meter la mano y sacar un trocito.",0,,,0
Cáncer ,Primera Persona ,"Aquello que tenía que ser entrar y salir, ha sido mi única baja laboral de mi vida.",0,,,0
Cáncer ,Primera Persona ,"(Hay que aclarar que, con seis quimios durante 21 años, 6 operaciones y multitud de pruebas, solo he tenido una baja laboral)",1,confrontación,Dimensión 4: General Health Perceptions,1
Cáncer ,Primera Persona ,"Esta vez también me ofrecieron participar en otro estudio de un nuevo medicamento, esta vez se llamaba Velcade participación ensayos clínicos]",0,,,0
Cáncer ,Primera Persona ,"Son sesiones cortas, de solo 1 hora, pero 6 series de 6 sesiones, con un total de 36 en un plazo total de 4 meses.",0,,,0
Cáncer ,Primera Persona ,"Lo más molesto de este tratamiento fue que, antes de cada toma se tenía que hacer una analítica, esperar el resultado",1,incertidumbre,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"y, dependiendo de este, preparar la dosis.",0,,,0
Cáncer ,Primera Persona ,"Así que ya me tienes yendo a primera hora al HDD, punzada, vía, extracción de sangre, protección y malla elástica y a trabajar hasta recibir la llamada e ir a recibir el “biberón”.",0,,,0
Cáncer ,Primera Persona ,"Lo más divertido era que, como jefe de obra, a veces me coincidía con visita de obra y, al ser verano, se veía la malla, la gasa y la vía.",0,,,0
Cáncer ,Primera Persona ,Las caras de los otros técnicos era un poema,1,estigmatización,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,Fuera de que llevaba los brazos que parecía un yonqui.,0,,,0
Cáncer ,Primera Persona ,Este tratamiento era más agresivo que el anterior.,0,,,0
Cáncer ,Primera Persona ,"Aun así, ni comparación con el primero.",0,,,0
Cáncer ,Primera Persona ,"Desgastaba más la forma física que el segundo, y el tema de los vómitos era algo más acentuado, pero era factible ir con la bici, todas las salidas previstas, aunque a un ritmo más suave",1,addaptación actividad física,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,"Dos años después, se reprodujeron los tumores, con lo cual se comprobó que, este tratamiento, no era suficiente efectivo por este tipo de tumores.",0,,,0
Cáncer ,Primera Persona ,Se decidió volver al Rituximab,1,cambio tratamiento farmacológico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,Con este tratamiento me han hecho tres quimios más.,0,,,0
Cáncer ,Primera Persona ,"Después de tanto tiempo, de pasar por tantos HDD, por tantas manos que te pinchan y de tantos “colegas” de silla, ves el ambiente real que se respira en estos espacios.",0,,,0
Cáncer ,Primera Persona ,"La diferencia entre la gente que empieza, atemorizados, silenciosos y con un punto de abatimiento",1,comparación social,Dimensión 6: Social Functioning,1
Cáncer ,Primera Persona ,", y los que, como yo, llevamos mucho tiempo, restando hierro al asunto siempre que se puede",1,relativización,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", charlando",1,expresión emocional,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,", saludando enfermeras que casi son de la familia",1,satisfacción apoyo profesional,Dimensión 4: General Health Perceptions,1
Cáncer ,Primera Persona ,", bromeando de la dificultad de encontrar vena",1,humor,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,", etc.",0,,,0
Cáncer ,Primera Persona ,También se distinguen los acompañantes del paciente en estas categorías,1,comparación social,Dimensión 6: Social Functioning,1
Cáncer ,Primera Persona ,"Los nuevos están muy pendientes de las reacciones del paciente, hablando con frases cortas y grandes espacios de tiempos entre frases.",0,,,0
Cáncer ,Primera Persona ,"Los reincidentes acostumbran a charlar más con el paciente, o comentando revistas, haciendo que el tiempo pase más deprisa.",0,,,0
Cáncer ,Primera Persona ,"Por mi parte, yo he ido siempre solo",1,autonomía,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,", incluso a las pruebas y a las biopsias.",0,,,0
Cáncer ,Primera Persona ,"Me llevo mis caramelos, el portátil con películas o series y dejo pasar el tiempo, o me hago una siesta, que las sillas son muy cómodas",2,búsqueda soluciones,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,"Me llevo mis caramelos, el portátil con películas o series y dejo pasar el tiempo, o me hago una siesta, que las sillas son muy cómodas",2,adaptación,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,"En estos momentos, estoy en periodo entre revisiones y ya hace más de cinco años desde la última visita al HDD.",0,,,0
Cáncer ,Primera Persona ,Sigo haciendo bicicleta de montaña.,0,,,0
Cáncer ,Primera Persona ,"Pero, a partir de la 4.",0,,,0
Cáncer ,Primera Persona ,"ª quimioterapia, empecé a sufrir calambres en las piernas, provocadas por una retracción de los terminales nerviosos de los hombros, que no informan de la carencia de alimentación de estos.",0,,,0
Cáncer ,Primera Persona ,Un efecto secundario de tantos tratamientos,1,efectos secundarios tratamiento,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,Por eso he acabado usando bicicleta eléctrica.,0,,,0
Cáncer ,Primera Persona ,Ahora los calambres se manifiestan en cualquier parte del cuerpo y en cualquier momento.,0,,,0
Cáncer ,Primera Persona ,Lo considero un precio pequeño dentro del buen estado general,1,relativización,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", más cuando pienso el mal trance pasado al comienzo, y mucho más pensando en otros pacientes que no han tenido tanta suerte como yo.",0,,,0
Cáncer ,Primera Persona ,El año pasado mi pareja y yo nos fuimos de vacaciones a Cádiz.,0,,,0
Cáncer ,Primera Persona ,"Unos días antes, en casa, ya me notaba un poco regular, pero no le di importancia ya que parecía como que me iba a resfriar y, algún día, tuve alguna décima, pero nada extraño, no superaba los 37.",0,,,0
Cáncer ,Primera Persona ,2°C.,0,,,0
Cáncer ,Primera Persona ,Durante las vacaciones algún día llegué a 37.,0,,,0
Cáncer ,Primera Persona ,"4°​C, pero lo solucionaba todo con un ibuprofeno y ya no me subía más durante todo el día, a parte, algún día por la mañana recién despierta me daban náuseas, era mucosidad.",0,,,0
Cáncer ,Primera Persona ,"Pero en general yo me encontraba bien, solo me pasaba eso recién levantada, durante el día me encontraba bien.",0,,,0
Cáncer ,Primera Persona ,Una vez llegamos a casa empezó lo duro.,0,,,0
Cáncer ,Primera Persona ,A los tres o cuatro días la fiebre empezó a subir hasta 37.,0,,,0
Cáncer ,Primera Persona ,5°C,1,conciencia sintomatología: fiebre,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,"y yo seguía con mi ibuprofeno y asociando el resfriado a las 15 horas en coche con el aire acondicionado, entonces lo vi normal.",0,,,0
Cáncer ,Primera Persona ,Perdí unos dos o tres quilos ya que apenas comía porque la mucosidad me producía nauseas.,0,,,0
Cáncer ,Primera Persona ,A las semana y media o dos aproximadamente al ver que yo no mejoraba y seguía expulsando mucosidad por la boca,1,empeoramiento síntomas,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,", acudí a urgencias del centro médico",1,búsqueda apoyo profesional,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,La doctora me dijo que tenía un poco de placas de pus y que me va iba a recetar antibiótico y fluimucil para ayudar a la expulsión de la mucosidad.,0,,,0
Cáncer ,Primera Persona ,"Le comenté que me notaba la barriga más dura de lo habitual y me dijo que era totalmente normal, que era el músculo que estaba sobrecargado del esfuerzo a la hora de expulsar mucosidad.",0,,,0
Cáncer ,Primera Persona ,"Estuve algunos días haciendo el tratamiento que me había mandado y no vi ninguna mejora, todo lo contrario, la fiebre seguía subiendo y yo no paraba de vomitar mucosidad",1,empeoramiento síntomas,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,"A las dos semanas, cuando terminé con el antibiótico y vi que seguía igual, volvimos a ir de urgencias al centro médico",1,búsqueda apoyo profesional,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,"Le comenté a la doctora que no paraba de vomitar y me dijo que era normal, que era el efecto del medicamento para ayudar a expulsar el moco pero que aún y así me iba a cambiar el fluimucil por cinfatós, y que si la fiebre no llegaba a 39°C que no hacía falta que volviese.",0,,,0
Cáncer ,Primera Persona ,"A las dos semanas, cuando terminé con el antibiótico y vi que seguía igual, volvimos a ir de urgencias al centro médico",1,dificultad proceso diagnóstico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,"Le comenté a la doctora que no paraba de vomitar y me dijo que era normal, que era el efecto del medicamento para ayudar a expulsar el moco pero que aún y así me iba a cambiar el fluimucil por cinfatós, y que si la fiebre no llegaba a 39°C que no hacía falta que volviese.",0,,,0
Cáncer ,Primera Persona ,"Yo seguía igual, y cada día me veía más delgada, pero como me dijo la doctora que si no superaba los 39°C no volviera, yo me quedé con eso, lo veía raro y en el fondo sabía que algo no iba bien y el miedo me superó",2,incertidumbre,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Yo seguía igual, y cada día me veía más delgada, pero como me dijo la doctora que si no superaba los 39°C no volviera, yo me quedé con eso, lo veía raro y en el fondo sabía que algo no iba bien y el miedo me superó",2,miedo,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,Siempre encontraba una excusa para encontrarle la causa a la fiebre,2,relativización,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,Siempre encontraba una excusa para encontrarle la causa a la fiebre,2,normalización,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,Empezó a darme ansiedad cada vez que salía a la calle,1,ansiedad,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", empezaban los mareos cada vez que me levantaba, y no podía estar de pie más de cinco minutos",2,limitación física,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,", empezaban los mareos cada vez que me levantaba, y no podía estar de pie más de cinco minutos",2,limitación movilidad,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,"Pasaban los días y yo no podía moverme del sofá, me levantaba a hacer la comida y fregar los platos y las piernas me flaqueaban",1,fatiga,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,", y, una vez más, me decía a mí misma que eso me pasaba por estar perdiendo musculatura y llevar días sin apenas moverme, sólo para lo necesario",1,racionalización,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Fueron pasando los días, y yo cada vez más delgada y la barriga más inflamada (¡parecía que estuviera embarazada de cinco meses!), y yo, como quería hacerme ver a mi misma que todo estaba bien y no pasaba nada, seguía haciendo caso a lo que me dijo la doctora",2,racionalización,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Fueron pasando los días, y yo cada vez más delgada y la barriga más inflamada (¡parecía que estuviera embarazada de cinco meses!), y yo, como quería hacerme ver a mi misma que todo estaba bien y no pasaba nada, seguía haciendo caso a lo que me dijo la doctora",2,negación,Dimensión 4: General Health Perceptions,1
Cáncer ,Primera Persona ,"Así pasaron unos dos meses más, incluso fui a la psicóloga",1,búsqueda apoyo profesional: psicólogo,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,porque tanto mi familia como yo pensamos que estaba con depresión y por eso no podía ni salir,1,depresión,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,Yo no entendía nada,1,incertidumbre,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", nunca me había entrado ansiedad ni ahogo por salir a la calle",1,ansiedad,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,La fiebre,1,conciencia sintomatología: fiebre,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,"no paraba de subir, ya no eran 37.",0,,,0
Cáncer ,Primera Persona ,"5°C, ya iba por más de 38°C",1,empeoramiento sintomatología,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,"Ya ni el ibuprofeno me la podía bajar, y qué decir del paracetamol.",0,,,0
Cáncer ,Primera Persona ,ni cuatro horas me duraba el efecto.,0,,,0
Cáncer ,Primera Persona ,Me subía a media noche y eso ya me resultaba más raro,1,empeoramiento sintomatología,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,", porque siempre me solía subir sobre la misma hora.",0,,,0
Cáncer ,Primera Persona ,Tanto por la mañana como por la noche.,0,,,0
Cáncer ,Primera Persona ,Eran solo dos veces al día.,0,,,0
Cáncer ,Primera Persona ,"Un día, cuando ya superé los 39°C, ya me asusté más de la cuenta, ya sabía seguro que algo estaba pasando.",0,,,0
Cáncer ,Primera Persona ,"aparte, os parecerá una estupidez, pero en Instagram me salió en recomendados varias veces la Fundación.",0,,,0
Cáncer ,Primera Persona ,"La primera vez vale, la segunda pensé.",0,,,0
Cáncer ,Primera Persona ,"qué raro, ¡otra vez! Ya cuando iban varias veces, me rayé muchísimo",1,preocupación,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Solo hacía que pensar en que podía ser una señal y eso hacía que me acordara de Pablo Ráez y, con ello, de la posibilidad de que lo que me estuviera pasando a mí, fueran síntomas de una leucemia.",0,,,0
Cáncer ,Primera Persona ,"A esto se le sumó que no me podía ni levantarme de la cama porque me cansaba en seguida, me entraban mareos y ansiedad",2,conciencia sintomatología: mareos,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,"A esto se le sumó que no me podía ni levantarme de la cama porque me cansaba en seguida, me entraban mareos y ansiedad",2,ansiedad,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Entonces, decidí llamar a mi madre y decirle que fuéramos de urgencias al hospital.",0,,,0
Cáncer ,Primera Persona ,"Ya estaba más que claro que lo que me pasaba no era normal, la barriga estaba ya como si fueran 8 meses y yo cada vez más delgada",2,conciencia sintomatología: hinchazón,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,"Ya estaba más que claro que lo que me pasaba no era normal, la barriga estaba ya como si fueran 8 meses y yo cada vez más delgada",2,delgadez,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,"Llegó el miércoles 13 de febrero, fuimos de urgencias al hospital de Granollers y, una vez allí, yo no me pude bajar ni del coche.",0,,,0
Cáncer ,Primera Persona ,"Ahogándome y llorando porque sabía que, a la que bajara, me iba a desplomar (tenía que andar solo unos 100 metros, pero para mí era como un kilómetro).",0,,,0
Cáncer ,Primera Persona ,Mi madre me tranquilizó,1,búsqueda apoyo familiar,Dimensión 6: Social Functioning,1
Cáncer ,Primera Persona ,y fuimos hasta allí poco a poco.,0,,,0
Cáncer ,Primera Persona ,Me pasaron corriendo a dónde la enfermera y mi madre le explicó lo que me pasaba y todos los síntomas.,0,,,0
Cáncer ,Primera Persona ,Me tumbaron en una camilla porque yo sentada no podía estar tampoco por los mareos y flojera.,0,,,0
Cáncer ,Primera Persona ,Me preguntó si estaba embarazada y yo me quedé alucinando.,0,,,0
Cáncer ,Primera Persona ,"Después de 6 horas para que me atendieran el médico decidió hacerme un test de embarazo, y me dijo que tenía una masa, que estaba duro y no era de los esfuerzos al vomitar.",0,,,0
Cáncer ,Primera Persona ,Me hicieron una analítica de sangre y de orina y una eco abdominal.,0,,,0
Cáncer ,Primera Persona ,"A mí, en ese momento no me dijeron nada, pero llamaron del laboratorio diciendo que esperaban que fuese un error pero que había una paciente con muy mal pronóstico",1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,Esa era yo.,0,,,0
Cáncer ,Primera Persona ,"Llamaron a mi padre, mientras yo estaba con mi madre en la sala de recuperación con un paracetamol y suero.",0,,,0
Cáncer ,Primera Persona ,"Le dijeron que me tenían que trasladar corriendo al Hospital Clínic, que estaba en estado crítico y con los leucocitos por las nubes.",0,,,0
Cáncer ,Primera Persona ,Los tenía a 460.,0,,,0
Cáncer ,Primera Persona ,000 cuando el máximo son 10.,0,,,0
Cáncer ,Primera Persona ,"000, y ya me dieron una pastilla para ir bajándolos y cortisona vía endovenosa, así que yo no me enteré de nada.",0,,,0
Cáncer ,Primera Persona ,"Mi padre salió con mi madre y se lo dijo, hicieron el papel de su vida, no entiendo aún como pudieron estar tan fuertes delante de mí para que yo no sospechara nada (querían esperar a que me lo dijera el hematólogo del Clínic, y ¡¡menos mal!)",1,sobreprotección,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,"La ambulancia tardó solo 7min y, una vez allí, todos los médicos iban a la velocidad de la luz.",0,,,0
Cáncer ,Primera Persona ,"Una vez pasadas las 12 de la noche vino el hematólogo, ya era 14 de febrero (menudo San Valentín…, no se me va a olvidar).",0,,,0
Cáncer ,Primera Persona ,"A la que entró y me dijo que era el hematólogo yo ya sabía que todas mis sospechas eran ciertas, tenía leucemia",1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,No me lo podía creer,1,negación,Dimensión 4: General Health Perceptions,1
Cáncer ,Primera Persona ,", la palabra que tanto miedo me daba",1,miedo,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,"y la enfermedad que siempre había temido tener, la tenía, cáncer.",0,,,0
Cáncer ,Primera Persona ,No podía parar de llorar,1,llanto,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", de gritar",1,rabia,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", de meter patadas",1,rabia,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"cuándo creía que nada podía ir peor, zasca, vaya si podía.",0,,,0
Cáncer ,Primera Persona ,Sólo hacía que cuestionarme: ¿por qué yo?,2,rabia,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,Sólo hacía que cuestionarme: ¿por qué yo?,2,comparación social,Dimensión 6: Social Functioning,1
Cáncer ,Primera Persona ,con sólo 28 años.,0,,,0
Cáncer ,Primera Persona ,"Luego te das cuenta de que esto no tiene edad, te puede tocar con 6 meses, 10 años o 28.",0,,,0
Cáncer ,Primera Persona ,Durante 20 minutos lloré como nunca,1,llanto,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", grité como nunca",1,rabia,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,y me enfadé como nunca,1,enfado,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Sólo fueron 20 minutos, digo “sólo” porque si no hubiese sido por el hematólogo habrían sido días, muchos días.",0,,,0
Cáncer ,Primera Persona ,Me dio una confianza increíble,1,satisfacción comunicación médico-paciente,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,", me dijo que me permitiera estar mal dos días, pero no más.",0,,,0
Cáncer ,Primera Persona ,Que me prometía que me iba a curar,1,esperanza,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,", pero que tenía que estar fuerte y luchar mucho, sobre todo con la actitud",1,espíritu lucha,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,"Me comunicó que al día siguiente me iba a hacer el aspirado de médula ósea para saber el nivel de enfermedad y el tipo de leucemia, pero que, por las analíticas, ya sabía que era leucemia mieloide crónica.",0,,,0
Cáncer ,Primera Persona ,"En este tipo de leucemia muchas células se van al bazo o al riñón, en mi caso fue al bazo, por eso tal tamaño de barriga.",0,,,0
Cáncer ,Primera Persona ,"El bazo está en la izquierda, a mí me llegaba casi a la cadera derecha de tal inflamación.",0,,,0
Cáncer ,Primera Persona ,"Me hicieron una placa y vieron que tenía líquido en el pulmón, a los tres días me hicieron un drenaje y con el pleurevac (drenaje torácico) una semana: ¡3.",0,,,0
Cáncer ,Primera Persona ,"200L de líquido! Los médicos estaban todos alucinados, entre el pulmón, el bazo y los niveles de leucocitos no sabían cómo había podido aguantar, vino a verme hasta el jefe de hematología y también el doctor que me lleva ahora, experto en mi tipo de leucemia.",0,,,0
Cáncer ,Primera Persona ,"Pero yo, de ese día, ni me acuerdo, solo sabía que me sonaba su cara.",0,,,0
Cáncer ,Primera Persona ,"Me ingresaron en planta, ¡¡bendita Laia!! Qué paciencia tuvo conmigo, y cómo me supo llevar de bien para que yo no me preocupara por nada o, por lo menos, lo mínimo posible, siempre que había algo nuevo ella me tranquilizaba",1,satisfacción apoyo profesional,Dimensión 4: General Health Perceptions,1
Cáncer ,Primera Persona ,y se lo agradeceré siempre,1,agradecimiento,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,Tanto a ella como a los demás enfermeros.,0,,,0
Cáncer ,Primera Persona ,"Me pesaron y no me lo podía creer, había perdido 33 kilos, a causa de la enfermedad",1,conciencia sintomatología: pérdida peso,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,"Al día siguiente, cuando pasaron los hematólogos por la mañana, me comunicaron que íbamos a empezar con el tratamiento",1,inicio tratamiento,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,(en el momento que me ingresaron me dieron la quimioterapia en pastilla).,0,,,0
Cáncer ,Primera Persona ,"Me dijo que empezaríamos con pastillas y, según reaccionara mi cuerpo, seguiríamos con este tratamiento o, si fuera mal y tuviera que ir a la UCI, tendría que hacer quimio endovenosa y lo más seguro un trasplante de médula ósea.",0,,,0
Cáncer ,Primera Persona ,"Tenían que controlarme muchísimo los primeros días sobre todo para que eso no pasara, los primeros días eran cruciales.",0,,,0
Cáncer ,Primera Persona ,"Empezamos con la aféresis, la primera vez duró una hora y media y, la segunda, unas tres horas.",0,,,0
Cáncer ,Primera Persona ,"Iban pasando los días y los hematólogos aún no podían decir nada de cómo estaba funcionando el tratamiento ya que el nivel de leucocitos con el que llegué era altísimo, pero yo cada día me veía la barriga más deshinchada, con lo cual, el bazo se iba desinflamando y, con ello, las células cancerígenas estaban muriendo, lo estábamos consiguiendo",1,esperanza,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,"Tanto mi cuerpo, como yo.",0,,,0
Cáncer ,Primera Persona ,"La fiebre siguió conmigo durante unos días, por la enfermedad.",0,,,0
Cáncer ,Primera Persona ,Así hasta las dos semanas aproximadamente que desapareció,1,remisión sintomatología: fiebre,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,Estaba feliz,1,alegría,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,", después de 56 meses ya no me acordaba lo que era estar sin fiebre y encontrarme mínimamente bien.",0,,,0
Cáncer ,Primera Persona ,"A los días, cuando ya vieron los médicos como estaba yendo todo y estuvieron seguros, me lo comunicaron, el tratamiento estaba haciendo efecto y mi cuerpo lo estaba admitiendo bien",2,eficacia tratamiento,Dimensión 4: General Health Perceptions,1
Cáncer ,Primera Persona ,"A los días, cuando ya vieron los médicos como estaba yendo todo y estuvieron seguros, me lo comunicaron, el tratamiento estaba haciendo efecto y mi cuerpo lo estaba admitiendo bien",2,esperanza,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,"No creían que tuviera que pasar por un trasplante de médula ósea, ese fue el mejor anuncio del mundo para mí",1,esperanza,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,"Aun así, animo a todo el mundo que pueda a donar, gracias a la gente que dona",1,agradecimiento,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,me pudieron transfundir siete bolsas de sangre que son las que necesité.,0,,,0
Cáncer ,Primera Persona ,"Parece tanto, pero es tan sencillo.",0,,,0
Cáncer ,Primera Persona ,"ya sea médula, sangre, plaquetas, plasma.",0,,,0
Cáncer ,Primera Persona ,"El 8 de marzo me dieron el alta, ¡qué mejor día que el de la mujer! 
 
Estuve en dos consultas en el hospital de día, pero, como todo iba bien, ya me pasaron a consultas externas.",0,,,0
Cáncer ,Primera Persona ,"Tengo un poco de anemia, pero nada fuera de lo normal y todo dentro de lo normal en personas con enfermedades oncohematológicas.",0,,,0
Cáncer ,Primera Persona ,"Y aquí estoy, con mi Nilotinib dos veces al día y de momento ¡bien! Viviendo la vida con otra mentalidad, disfrutando de cada momento",1,disfrute presente,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,", dándole importancia a cosas que antes no le daba y no dándoselas a cosas que antes se las daba",1,relativización,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,Vivir de verdad y dando gracias por estar aquí,2,desarrollo personal,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,Vivir de verdad y dando gracias por estar aquí,2,agradecimiento,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,Cambia todo tanto en un solo segundo.,0,,,0
Cáncer ,Primera Persona ,,1,incertidumbre,Dimensión 8: Mental Health,1
Esquizofrenia ,Primera Persona ,Usted me dijo que volviera.,0,,,0
Esquizofrenia ,Primera Persona ,No sé para qué.,0,,,0
Esquizofrenia ,Primera Persona ,La medicación que me pone me mata,1,insatisfacción tratamiento,Dimensión 9: Healthcare Interaction,1
Esquizofrenia ,Primera Persona ,"Es esa maldita inyección, me hace sentir lo que no soy",1,efectos secundarios tratamiento,Dimensión 1: Physical Functioning,1
Esquizofrenia ,Primera Persona ,Las voces siguen criticando todo lo que hago,1,sintomatología: alucionciones,Dimensión 7: Role Limitations due to Emotional Problems,1
Esquizofrenia ,Primera Persona ,", pero parece que me importa menos",1,relativización,Dimensión 8: Mental Health,1
Esquizofrenia ,Primera Persona ,"Lo que no soporto es lo que diga mi madre, sea lo que sea",1,enfado,Dimensión 8: Mental Health,1
Esquizofrenia ,Primera Persona ,Me sigue hablando sin parar.,0,,,0
Esquizofrenia ,Primera Persona ,"Y lo de la televisión es ya el colmo, sobre todo lo de los pobres y lo de los maricas.",0,,,0
